;node;;stochastic_scenario;value;2000-01-02T00:00:00
connection_flow;AS-CHN-EM_h2_AS-CHN-TJ_h2;to_node;AS-CHN-EM_h2;0;0
connection_flow;AS-CHN-EM_h2_AS-CHN-WM_h2;from_node;AS-CHN-EM_h2;0;0
connection_flow;AS-CHN-EM_h2_AS-CHN-WM_h2;from_node;AS-CHN-WM_h2;0;0
connection_flow;AS-CHN-EM_h2_AS-CHN-WM_h2;to_node;AS-CHN-EM_h2;0;0
connection_flow;AS-CHN-EM_h2_AS-MNG_h2;from_node;AS-CHN-EM_h2;0;0
connection_flow;AS-CHN-EM_h2_AS-MNG_h2;from_node;AS-MNG_h2;0;0
connection_flow;AS-CHN-EM_h2_AS-MNG_h2;to_node;AS-CHN-EM_h2;0;0
connection_flow;AS-CHN-EM_h2_AS-RUS-FE_h2;from_node;AS-CHN-EM_h2;0;0
connection_flow;AS-CHN-EM_h2_AS-RUS-FE_h2;from_node;AS-RUS-FE_h2;0;0
connection_flow;AS-CHN-EM_h2_AS-RUS-FE_h2;to_node;AS-CHN-EM_h2;0;0
connection_flow;AS-CHN-FU_h2_AS-CHN-GD_h2;from_node;AS-CHN-FU_h2;0;0
connection_flow;AS-CHN-FU_h2_AS-CHN-GD_h2;from_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-FU_h2_AS-CHN-GD_h2;to_node;AS-CHN-FU_h2;0;0
connection_flow;AS-CHN-FU_h2_AS-CHN-HK_h2;from_node;AS-CHN-FU_h2;0;0
connection_flow;AS-CHN-FU_h2_AS-CHN-HK_h2;from_node;AS-CHN-HK_h2;0;0
connection_flow;AS-CHN-FU_h2_AS-CHN-HK_h2;to_node;AS-CHN-FU_h2;0;0
connection_flow;AS-CHN-FU_h2_AS-CHN-JX_h2;from_node;AS-CHN-FU_h2;0;0
connection_flow;AS-CHN-FU_h2_AS-CHN-JX_h2;from_node;AS-CHN-JX_h2;9.731818972;9.731818972
connection_flow;AS-CHN-FU_h2_AS-CHN-JX_h2;to_node;AS-CHN-FU_h2;9.731818972;9.731818972
connection_flow;AS-CHN-FU_h2_AS-CHN-ZH_h2;from_node;AS-CHN-FU_h2;0;0
connection_flow;AS-CHN-FU_h2_AS-CHN-ZH_h2;from_node;AS-CHN-ZH_h2;0;0
connection_flow;AS-CHN-FU_h2_AS-CHN-ZH_h2;to_node;AS-CHN-FU_h2;0;0
connection_flow;AS-CHN-FU_h2_AS-TWN_h2;from_node;AS-CHN-FU_h2;0;0
connection_flow;AS-CHN-FU_h2_AS-TWN_h2;from_node;AS-TWN_h2;0;0
connection_flow;AS-CHN-FU_h2_AS-TWN_h2;to_node;AS-CHN-FU_h2;0;0
connection_flow;AS-CHN-GA_h2_AS-CHN-NI_h2;from_node;AS-CHN-GA_h2;0;0
connection_flow;AS-CHN-GA_h2_AS-CHN-NI_h2;from_node;AS-CHN-NI_h2;0;0
connection_flow;AS-CHN-GA_h2_AS-CHN-NI_h2;to_node;AS-CHN-GA_h2;0;0
connection_flow;AS-CHN-GA_h2_AS-CHN-QI_h2;from_node;AS-CHN-GA_h2;0;0
connection_flow;AS-CHN-GA_h2_AS-CHN-QI_h2;from_node;AS-CHN-QI_h2;1.718427158;1.718427158
connection_flow;AS-CHN-GA_h2_AS-CHN-QI_h2;to_node;AS-CHN-GA_h2;1.718427158;1.718427158
connection_flow;AS-CHN-GA_h2_AS-CHN-SC_h2;from_node;AS-CHN-GA_h2;0;0
connection_flow;AS-CHN-GA_h2_AS-CHN-SC_h2;from_node;AS-CHN-SC_h2;0;0
connection_flow;AS-CHN-GA_h2_AS-CHN-SC_h2;to_node;AS-CHN-GA_h2;0;0
connection_flow;AS-CHN-GA_h2_AS-CHN-WM_h2;from_node;AS-CHN-GA_h2;0;0
connection_flow;AS-CHN-GA_h2_AS-CHN-WM_h2;from_node;AS-CHN-WM_h2;0;0
connection_flow;AS-CHN-GA_h2_AS-CHN-WM_h2;to_node;AS-CHN-GA_h2;0;0
connection_flow;AS-CHN-GA_h2_AS-MNG_h2;from_node;AS-CHN-GA_h2;0;0
connection_flow;AS-CHN-GA_h2_AS-MNG_h2;from_node;AS-MNG_h2;0;0
connection_flow;AS-CHN-GA_h2_AS-MNG_h2;to_node;AS-CHN-GA_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-FU_h2;from_node;AS-CHN-FU_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-FU_h2;from_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-FU_h2;to_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-GX_h2;from_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-GX_h2;from_node;AS-CHN-GX_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-GX_h2;to_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-HA_h2;from_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-HA_h2;from_node;AS-CHN-HA_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-HA_h2;to_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-HK_h2;from_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-HK_h2;from_node;AS-CHN-HK_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-HK_h2;to_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-HN_h2;from_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-HN_h2;from_node;AS-CHN-HN_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-HN_h2;to_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-JX_h2;from_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-JX_h2;from_node;AS-CHN-JX_h2;7.167405727;7.167405727
connection_flow;AS-CHN-GD_h2_AS-CHN-JX_h2;to_node;AS-CHN-GD_h2;7.167405727;7.167405727
connection_flow;AS-CHN-GD_h2_AS-CHN-MA_h2;from_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-MA_h2;from_node;AS-CHN-MA_h2;0;0
connection_flow;AS-CHN-GD_h2_AS-CHN-MA_h2;to_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-GU_h2_AS-CHN-CH_h2;from_node;AS-CHN-CH_h2;4.08131068;4.08131068
connection_flow;AS-CHN-GU_h2_AS-CHN-CH_h2;from_node;AS-CHN-GU_h2;0;0
connection_flow;AS-CHN-GU_h2_AS-CHN-CH_h2;to_node;AS-CHN-GU_h2;4.08131068;4.08131068
connection_flow;AS-CHN-GU_h2_AS-CHN-GX_h2;from_node;AS-CHN-GU_h2;0;0
connection_flow;AS-CHN-GU_h2_AS-CHN-GX_h2;from_node;AS-CHN-GX_h2;0;0
connection_flow;AS-CHN-GU_h2_AS-CHN-GX_h2;to_node;AS-CHN-GU_h2;0;0
connection_flow;AS-CHN-GU_h2_AS-CHN-HN_h2;from_node;AS-CHN-GU_h2;0;0
connection_flow;AS-CHN-GU_h2_AS-CHN-HN_h2;from_node;AS-CHN-HN_h2;0;0
connection_flow;AS-CHN-GU_h2_AS-CHN-HN_h2;to_node;AS-CHN-GU_h2;0;0
connection_flow;AS-CHN-GU_h2_AS-CHN-SC_h2;from_node;AS-CHN-GU_h2;0;0
connection_flow;AS-CHN-GU_h2_AS-CHN-SC_h2;from_node;AS-CHN-SC_h2;0;0
connection_flow;AS-CHN-GU_h2_AS-CHN-SC_h2;to_node;AS-CHN-GU_h2;0;0
connection_flow;AS-CHN-GU_h2_AS-CHN-YU_h2;from_node;AS-CHN-GU_h2;0;0
connection_flow;AS-CHN-GU_h2_AS-CHN-YU_h2;from_node;AS-CHN-YU_h2;0;0
connection_flow;AS-CHN-GU_h2_AS-CHN-YU_h2;to_node;AS-CHN-GU_h2;0;0
connection_flow;AS-CHN-GX_h2_AS-CHN-GD_h2;from_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-GX_h2_AS-CHN-GD_h2;from_node;AS-CHN-GX_h2;0;0
connection_flow;AS-CHN-GX_h2_AS-CHN-GD_h2;to_node;AS-CHN-GX_h2;0;0
connection_flow;AS-CHN-GX_h2_AS-CHN-GU_h2;from_node;AS-CHN-GU_h2;0;0
connection_flow;AS-CHN-GX_h2_AS-CHN-GU_h2;from_node;AS-CHN-GX_h2;0;0
connection_flow;AS-CHN-GX_h2_AS-CHN-GU_h2;to_node;AS-CHN-GX_h2;0;0
connection_flow;AS-CHN-GX_h2_AS-CHN-HA_h2;from_node;AS-CHN-GX_h2;0;0
connection_flow;AS-CHN-GX_h2_AS-CHN-HA_h2;from_node;AS-CHN-HA_h2;0;0
connection_flow;AS-CHN-GX_h2_AS-CHN-HA_h2;to_node;AS-CHN-GX_h2;0;0
connection_flow;AS-CHN-GX_h2_AS-CHN-HN_h2;from_node;AS-CHN-GX_h2;0;0
connection_flow;AS-CHN-GX_h2_AS-CHN-HN_h2;from_node;AS-CHN-HN_h2;0;0
connection_flow;AS-CHN-GX_h2_AS-CHN-HN_h2;to_node;AS-CHN-GX_h2;0;0
connection_flow;AS-CHN-GX_h2_AS-CHN-YU_h2;from_node;AS-CHN-GX_h2;0;0
connection_flow;AS-CHN-GX_h2_AS-CHN-YU_h2;from_node;AS-CHN-YU_h2;0;7.417789419
connection_flow;AS-CHN-GX_h2_AS-CHN-YU_h2;to_node;AS-CHN-GX_h2;0;7.417789419
connection_flow;AS-CHN-GX_h2_AS-LAO_h2;from_node;AS-CHN-GX_h2;0;0
connection_flow;AS-CHN-GX_h2_AS-LAO_h2;from_node;AS-LAO_h2;7.417789419;0
connection_flow;AS-CHN-GX_h2_AS-LAO_h2;to_node;AS-CHN-GX_h2;7.417789419;0
connection_flow;AS-CHN-HA_h2_AS-CHN-GD_h2;from_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-CHN-GD_h2;from_node;AS-CHN-HA_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-CHN-GD_h2;to_node;AS-CHN-HA_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-CHN-GX_h2;from_node;AS-CHN-GX_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-CHN-GX_h2;from_node;AS-CHN-HA_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-CHN-GX_h2;to_node;AS-CHN-HA_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-CHN-HK_h2;from_node;AS-CHN-HA_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-CHN-HK_h2;from_node;AS-CHN-HK_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-CHN-HK_h2;to_node;AS-CHN-HA_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-CHN-MA_h2;from_node;AS-CHN-HA_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-CHN-MA_h2;from_node;AS-CHN-MA_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-CHN-MA_h2;to_node;AS-CHN-HA_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-LAO_h2;from_node;AS-CHN-HA_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-LAO_h2;from_node;AS-LAO_h2;3.104564983;3.104564983
connection_flow;AS-CHN-HA_h2_AS-LAO_h2;to_node;AS-CHN-HA_h2;3.104564983;3.104564983
connection_flow;AS-CHN-HA_h2_AS-PHL_h2;from_node;AS-CHN-HA_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-PHL_h2;from_node;AS-PHL_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-PHL_h2;to_node;AS-CHN-HA_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-VNM_h2;from_node;AS-CHN-HA_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-VNM_h2;from_node;AS-VNM_h2;0;0
connection_flow;AS-CHN-HA_h2_AS-VNM_h2;to_node;AS-CHN-HA_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-BE_h2;from_node;AS-CHN-BE_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-BE_h2;from_node;AS-CHN-HB_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-BE_h2;to_node;AS-CHN-HB_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-HE_h2;from_node;AS-CHN-HB_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-HE_h2;from_node;AS-CHN-HE_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-HE_h2;to_node;AS-CHN-HB_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-SD_h2;from_node;AS-CHN-HB_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-SD_h2;from_node;AS-CHN-SD_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-SD_h2;to_node;AS-CHN-HB_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-SX_h2;from_node;AS-CHN-HB_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-SX_h2;from_node;AS-CHN-SX_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-SX_h2;to_node;AS-CHN-HB_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-TJ_h2;from_node;AS-CHN-HB_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-TJ_h2;from_node;AS-CHN-TJ_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-TJ_h2;to_node;AS-CHN-HB_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-WM_h2;from_node;AS-CHN-HB_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-WM_h2;from_node;AS-CHN-WM_h2;0;0
connection_flow;AS-CHN-HB_h2_AS-CHN-WM_h2;to_node;AS-CHN-HB_h2;0;0
connection_flow;AS-CHN-HE_h2_AS-CHN-AN_h2;from_node;AS-CHN-AN_h2;0;0
connection_flow;AS-CHN-HE_h2_AS-CHN-AN_h2;from_node;AS-CHN-HE_h2;0;0
connection_flow;AS-CHN-HE_h2_AS-CHN-AN_h2;to_node;AS-CHN-HE_h2;0;0
connection_flow;AS-CHN-HE_h2_AS-CHN-HB_h2;from_node;AS-CHN-HB_h2;0;0
connection_flow;AS-CHN-HE_h2_AS-CHN-HB_h2;from_node;AS-CHN-HE_h2;0;0
connection_flow;AS-CHN-HE_h2_AS-CHN-HB_h2;to_node;AS-CHN-HE_h2;0;0
connection_flow;AS-CHN-HE_h2_AS-CHN-HU_h2;from_node;AS-CHN-HE_h2;0;0
connection_flow;AS-CHN-HE_h2_AS-CHN-HU_h2;from_node;AS-CHN-HU_h2;9.104183278;9.104183278
connection_flow;AS-CHN-HE_h2_AS-CHN-HU_h2;to_node;AS-CHN-HE_h2;9.104183278;9.104183278
connection_flow;AS-CHN-HE_h2_AS-CHN-SD_h2;from_node;AS-CHN-HE_h2;0;0
connection_flow;AS-CHN-HE_h2_AS-CHN-SD_h2;from_node;AS-CHN-SD_h2;0;0
connection_flow;AS-CHN-HE_h2_AS-CHN-SD_h2;to_node;AS-CHN-HE_h2;0;0
connection_flow;AS-CHN-HE_h2_AS-CHN-SI_h2;from_node;AS-CHN-HE_h2;0;0
connection_flow;AS-CHN-HE_h2_AS-CHN-SI_h2;from_node;AS-CHN-SI_h2;0;0
connection_flow;AS-CHN-HE_h2_AS-CHN-SI_h2;to_node;AS-CHN-HE_h2;0;0
connection_flow;AS-CHN-HE_h2_AS-CHN-SX_h2;from_node;AS-CHN-HE_h2;0;0
connection_flow;AS-CHN-HE_h2_AS-CHN-SX_h2;from_node;AS-CHN-SX_h2;0;0
connection_flow;AS-CHN-HE_h2_AS-CHN-SX_h2;to_node;AS-CHN-HE_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-CHN-EM_h2;from_node;AS-CHN-EM_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-CHN-EM_h2;from_node;AS-CHN-HJ_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-CHN-EM_h2;to_node;AS-CHN-HJ_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-CHN-JI_h2;from_node;AS-CHN-HJ_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-CHN-JI_h2;from_node;AS-CHN-JI_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-CHN-JI_h2;to_node;AS-CHN-HJ_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-JPN-HO_h2;from_node;AS-CHN-HJ_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-JPN-HO_h2;from_node;AS-JPN-HO_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-JPN-HO_h2;to_node;AS-CHN-HJ_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-JPN-TO_h2;from_node;AS-CHN-HJ_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-JPN-TO_h2;from_node;AS-JPN-TO_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-JPN-TO_h2;to_node;AS-CHN-HJ_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-PRK_h2;from_node;AS-CHN-HJ_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-PRK_h2;from_node;AS-PRK_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-PRK_h2;to_node;AS-CHN-HJ_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-RUS-FE_h2;from_node;AS-CHN-HJ_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-RUS-FE_h2;from_node;AS-RUS-FE_h2;0;0
connection_flow;AS-CHN-HJ_h2_AS-RUS-FE_h2;to_node;AS-CHN-HJ_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-CHN-FU_h2;from_node;AS-CHN-FU_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-CHN-FU_h2;from_node;AS-CHN-HK_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-CHN-FU_h2;to_node;AS-CHN-HK_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-CHN-GD_h2;from_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-CHN-GD_h2;from_node;AS-CHN-HK_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-CHN-GD_h2;to_node;AS-CHN-HK_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-CHN-HA_h2;from_node;AS-CHN-HA_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-CHN-HA_h2;from_node;AS-CHN-HK_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-CHN-HA_h2;to_node;AS-CHN-HK_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-CHN-MA_h2;from_node;AS-CHN-HK_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-CHN-MA_h2;from_node;AS-CHN-MA_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-CHN-MA_h2;to_node;AS-CHN-HK_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-PHL_h2;from_node;AS-CHN-HK_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-PHL_h2;from_node;AS-PHL_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-PHL_h2;to_node;AS-CHN-HK_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-TWN_h2;from_node;AS-CHN-HK_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-TWN_h2;from_node;AS-TWN_h2;0;0
connection_flow;AS-CHN-HK_h2_AS-TWN_h2;to_node;AS-CHN-HK_h2;0;0
connection_flow;AS-CHN-HN_h2_AS-CHN-CH_h2;from_node;AS-CHN-CH_h2;0;0
connection_flow;AS-CHN-HN_h2_AS-CHN-CH_h2;from_node;AS-CHN-HN_h2;0;0
connection_flow;AS-CHN-HN_h2_AS-CHN-CH_h2;to_node;AS-CHN-HN_h2;0;0
connection_flow;AS-CHN-HN_h2_AS-CHN-GD_h2;from_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-HN_h2_AS-CHN-GD_h2;from_node;AS-CHN-HN_h2;0;0
connection_flow;AS-CHN-HN_h2_AS-CHN-GD_h2;to_node;AS-CHN-HN_h2;0;0
connection_flow;AS-CHN-HN_h2_AS-CHN-GU_h2;from_node;AS-CHN-GU_h2;0;0
connection_flow;AS-CHN-HN_h2_AS-CHN-GU_h2;from_node;AS-CHN-HN_h2;0;0
connection_flow;AS-CHN-HN_h2_AS-CHN-GU_h2;to_node;AS-CHN-HN_h2;0;0
connection_flow;AS-CHN-HN_h2_AS-CHN-GX_h2;from_node;AS-CHN-GX_h2;0;0
connection_flow;AS-CHN-HN_h2_AS-CHN-GX_h2;from_node;AS-CHN-HN_h2;0;0
connection_flow;AS-CHN-HN_h2_AS-CHN-GX_h2;to_node;AS-CHN-HN_h2;0;0
connection_flow;AS-CHN-HN_h2_AS-CHN-HU_h2;from_node;AS-CHN-HN_h2;0;0
connection_flow;AS-CHN-HN_h2_AS-CHN-HU_h2;from_node;AS-CHN-HU_h2;9.922968602;9.922968602
connection_flow;AS-CHN-HN_h2_AS-CHN-HU_h2;to_node;AS-CHN-HN_h2;9.922968602;9.922968602
connection_flow;AS-CHN-HN_h2_AS-CHN-JX_h2;from_node;AS-CHN-HN_h2;0;0
connection_flow;AS-CHN-HN_h2_AS-CHN-JX_h2;from_node;AS-CHN-JX_h2;0;0
connection_flow;AS-CHN-HN_h2_AS-CHN-JX_h2;to_node;AS-CHN-HN_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-AN_h2;from_node;AS-CHN-AN_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-AN_h2;from_node;AS-CHN-HU_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-AN_h2;to_node;AS-CHN-HU_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-CH_h2;from_node;AS-CHN-CH_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-CH_h2;from_node;AS-CHN-HU_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-CH_h2;to_node;AS-CHN-HU_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-HE_h2;from_node;AS-CHN-HE_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-HE_h2;from_node;AS-CHN-HU_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-HE_h2;to_node;AS-CHN-HU_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-HN_h2;from_node;AS-CHN-HN_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-HN_h2;from_node;AS-CHN-HU_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-HN_h2;to_node;AS-CHN-HU_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-JX_h2;from_node;AS-CHN-HU_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-JX_h2;from_node;AS-CHN-JX_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-JX_h2;to_node;AS-CHN-HU_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-SI_h2;from_node;AS-CHN-HU_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-SI_h2;from_node;AS-CHN-SI_h2;0;0
connection_flow;AS-CHN-HU_h2_AS-CHN-SI_h2;to_node;AS-CHN-HU_h2;0;0
connection_flow;AS-CHN-JI_h2_AS-CHN-EM_h2;from_node;AS-CHN-EM_h2;8.567979229;0
connection_flow;AS-CHN-JI_h2_AS-CHN-EM_h2;from_node;AS-CHN-JI_h2;0;0
connection_flow;AS-CHN-JI_h2_AS-CHN-EM_h2;to_node;AS-CHN-JI_h2;8.567979229;0
connection_flow;AS-CHN-JI_h2_AS-CHN-HJ_h2;from_node;AS-CHN-HJ_h2;0;8.567979229
connection_flow;AS-CHN-JI_h2_AS-CHN-HJ_h2;from_node;AS-CHN-JI_h2;0;0
connection_flow;AS-CHN-JI_h2_AS-CHN-HJ_h2;to_node;AS-CHN-JI_h2;0;8.567979229
connection_flow;AS-CHN-JI_h2_AS-CHN-LI_h2;from_node;AS-CHN-JI_h2;0;0
connection_flow;AS-CHN-JI_h2_AS-CHN-LI_h2;from_node;AS-CHN-LI_h2;0;0
connection_flow;AS-CHN-JI_h2_AS-CHN-LI_h2;to_node;AS-CHN-JI_h2;0;0
connection_flow;AS-CHN-JI_h2_AS-PRK_h2;from_node;AS-CHN-JI_h2;0;0
connection_flow;AS-CHN-JI_h2_AS-PRK_h2;from_node;AS-PRK_h2;0;0
connection_flow;AS-CHN-JI_h2_AS-PRK_h2;to_node;AS-CHN-JI_h2;0;0
connection_flow;AS-CHN-JS_h2_AS-CHN-AN_h2;from_node;AS-CHN-AN_h2;0;0
connection_flow;AS-CHN-JS_h2_AS-CHN-AN_h2;from_node;AS-CHN-JS_h2;0;0
connection_flow;AS-CHN-JS_h2_AS-CHN-AN_h2;to_node;AS-CHN-JS_h2;0;0
connection_flow;AS-CHN-JS_h2_AS-CHN-LI_h2;from_node;AS-CHN-JS_h2;0;0
connection_flow;AS-CHN-JS_h2_AS-CHN-LI_h2;from_node;AS-CHN-LI_h2;0;0
connection_flow;AS-CHN-JS_h2_AS-CHN-LI_h2;to_node;AS-CHN-JS_h2;0;0
connection_flow;AS-CHN-JS_h2_AS-CHN-SD_h2;from_node;AS-CHN-JS_h2;0;0
connection_flow;AS-CHN-JS_h2_AS-CHN-SD_h2;from_node;AS-CHN-SD_h2;0;0
connection_flow;AS-CHN-JS_h2_AS-CHN-SD_h2;to_node;AS-CHN-JS_h2;0;0
connection_flow;AS-CHN-JS_h2_AS-CHN-SH_h2;from_node;AS-CHN-JS_h2;0;0
connection_flow;AS-CHN-JS_h2_AS-CHN-SH_h2;from_node;AS-CHN-SH_h2;7.904241861;7.904241861
connection_flow;AS-CHN-JS_h2_AS-CHN-SH_h2;to_node;AS-CHN-JS_h2;7.904241861;7.904241861
connection_flow;AS-CHN-JS_h2_AS-CHN-ZH_h2;from_node;AS-CHN-JS_h2;0;0
connection_flow;AS-CHN-JS_h2_AS-CHN-ZH_h2;from_node;AS-CHN-ZH_h2;0;0
connection_flow;AS-CHN-JS_h2_AS-CHN-ZH_h2;to_node;AS-CHN-JS_h2;0;0
connection_flow;AS-CHN-JS_h2_AS-KOR_h2;from_node;AS-CHN-JS_h2;0;0
connection_flow;AS-CHN-JS_h2_AS-KOR_h2;from_node;AS-KOR_h2;0;0
connection_flow;AS-CHN-JS_h2_AS-KOR_h2;to_node;AS-CHN-JS_h2;0;0
connection_flow;AS-CHN-JX_h2_AS-CHN-AN_h2;from_node;AS-CHN-AN_h2;0;0
connection_flow;AS-CHN-JX_h2_AS-CHN-AN_h2;from_node;AS-CHN-JX_h2;0;0
connection_flow;AS-CHN-JX_h2_AS-CHN-AN_h2;to_node;AS-CHN-JX_h2;0;0
connection_flow;AS-CHN-JX_h2_AS-CHN-FU_h2;from_node;AS-CHN-FU_h2;0;0
connection_flow;AS-CHN-JX_h2_AS-CHN-FU_h2;from_node;AS-CHN-JX_h2;0;0
connection_flow;AS-CHN-JX_h2_AS-CHN-FU_h2;to_node;AS-CHN-JX_h2;0;0
connection_flow;AS-CHN-JX_h2_AS-CHN-GD_h2;from_node;AS-CHN-GD_h2;0;0
connection_flow;AS-CHN-JX_h2_AS-CHN-GD_h2;from_node;AS-CHN-JX_h2;0;0
connection_flow;AS-CHN-JX_h2_AS-CHN-GD_h2;to_node;AS-CHN-JX_h2;0;0
